Customer Success Associate,Parent Restaurant name,Unique Location ID,Highest Product,# Printers,# Tablets,Orders Week 2,Orders Week 1,Printed Orders Week 2,Printed Orders Week 1,Cancellations Week 2,Cancellations Week 1,Missed Orders Week 2,Missed Orders Week 1,Average Order ValueMonth 2,Average Order Value Month 1,Last Product Usage Date,Payment Status,Activation Date,Number of online delivery partners
Nicole,Restaurant 928,3abe0865-5655-4330-a0c7-9ccb908a529e,Order Manager,1,1,132,153,132,148,5,9,1,0,29.86,26.15,1/15/2022 10:43 AM,Active,6/9/2020,2
Nicole,Restaurant 1028,3cbb9a25-d9be-4251-92dd-14b4873d6961,Premium,1,1,16,19,16,17,0,0,0,0,37.1,34.74,1/15/2022 10:33 AM,Active,12/9/2021,2
Nicole,Restaurant 532,73548f0f-295e-3306-99d4-7c2f4926ec03,Premium,1,1,14,16,0,0,0,0,0,0,27.62,25.34,10/26/2021 12:27 PM,Active,8/30/2021,0
Nicole,Restaurant 541,50d36719-eb8e-48ec-8e8d-32213b74a869,Order Manager,1,1,174,190,173,189,6,5,0,0,73.57,64.96,1/15/2022 10:21 AM,Active,6/5/2020,2
Nicole,Restaurant 541,9de000fe-6a7b-4d7d-820b-0c50fbed297b,Order Manager,1,1,190,165,188,164,3,5,0,0,59.72,58.46,1/15/2022 9:49 AM,Active,6/5/2020,2
Nicole,Restaurant 541,c8887e18-c6a9-4ba9-b421-840b30baec4a,Order Manager,1,1,393,405,390,405,6,3,0,0,72.95,69.47,1/15/2022 10:55 AM,Active,5/27/2020,2
Nicole,Restaurant 876,b70dcaf7-760f-4c04-849a-eb51bad3a79c,Order Manager,1,1,69,84,0,0,2,0,0,0,26.36,25.59,8/19/2021 5:48 AM,Active,1/28/2021,1
Nicole,Restaurant 878,03f1f46d-01c9-4428-ac66-b3b6d3c592a6,Premium,0,1,1,2,0,0,0,1,0,0,19.22,26.67,12/30/2021 4:45 AM,Active,1/10/2022,0
Nicole,Restaurant 943,1a253969-cae2-48e9-b4d1-5d998c3a0e4f,POS Integration,0,1,117,94,117,94,0,0,0,0,28.63,29.81,1/15/2022 6:54 AM,Active,9/13/2020,2
Nicole,Restaurant 1028,b0264cb6-3625-4722-88e4-1a30631f7a58,Premium,1,1,22,35,18,24,6,11,0,0,38.88,33.55,1/14/2022 8:01 PM,Active,11/1/2021,2
Nicole,Restaurant 1028,7e8bd544-01a7-4df4-aa14-d2d44e1205ea,Premium,1,1,10,17,9,6,1,5,0,0,25.03,22.87,1/15/2022 7:06 AM,Active,9/23/2021,2
Nicole,Restaurant 1028,2c0d4407-93fd-4166-8d14-eb738dd380ba,Premium,1,1,0,1,0,0,0,0,0,0,31.11,19.55,1/3/2022 5:19 AM,Active,12/9/2021,0
Nicole,Restaurant 1028,7aa1f6b2-7bfc-4d17-a24c-5b245dfcd304,Premium,1,1,40,41,31,40,9,3,0,0,34.84,35.47,1/15/2022 8:34 AM,Active,10/29/2021,2
Nicole,Restaurant 1028,c27182fe-f998-4220-87ca-7b7401fa94ec,Premium,1,1,265,233,265,230,2,4,1,0,28.76,28.37,1/15/2022 12:32 AM,Active,7/14/2020,2
Nicole,Restaurant 812,d996beb6-5e7b-4a59-8295-77cdfaff4745,Premium,0,1,6,5,0,0,1,0,0,0,71.83,39.89,1/15/2022 4:32 AM,,7/21/2021,1
Nicole,Restaurant 812,3c54fb28-8694-4d73-9671-a48ff4b9884a,Premium,0,1,,,,,,,,,,,8/15/2021 2:19 AM,,7/29/2021,
Nicole,Restaurant 812,f13e16a2-3136-407b-b24c-601b5350fcb0,Premium,0,1,0,0,0,0,0,0,0,0,,,9/21/2021 12:09 AM,,7/21/2021,0
Nicole,Restaurant 878,7064cc51-3645-49ad-a2c8-e31ab844197c,Premium,0,1,31,25,0,0,3,2,0,0,34.67,28.57,1/15/2022 9:30 AM,Active,10/4/2021,2
Nicole,Restaurant 878,8acaa7f9-7ae1-45bb-9e07-4262ce58d06b,Premium,0,1,23,18,0,0,4,9,0,0,27.33,26.49,1/15/2022 2:56 AM,Active,10/4/2021,2
Nicole,Restaurant 878,21a67fcb-c1c0-42fc-8918-39c52b7d8056,Premium,0,1,10,10,0,0,6,4,0,0,32.04,32.19,1/15/2022 8:20 AM,Active,10/5/2021,2
Nicole,Restaurant 253,e87f5174-64ef-4a52-bee9-6f9006894a01,Order Manager,0,0,338,456,0,0,5,6,0,0,25.8,26.02,1/15/2022 9:49 AM,Active,5/27/2020,2
Nicole,Restaurant 537,f07132ca-bf42-4154-b914-3d2a43d878ea,Order Manager,1,1,206,221,205,221,3,0,0,0,38.15,35.99,1/15/2022 10:59 AM,Active,5/28/2020,2
Nicole,Restaurant 812,a63c98fc-5528-4288-b2ef-a32ffeb81019,Premium,0,1,13,10,11,10,2,0,0,0,75.35,58.28,1/15/2022 2:32 AM,,9/28/2021,2
Nicole,Restaurant 1028,430dbcd7-ed7d-48c0-a467-be357b52d22b,Premium,1,1,66,70,66,69,6,8,0,0,27.31,26.18,1/15/2022 3:20 AM,Active,9/1/2021,3
Nicole,Restaurant 878,e8247ec4-3680-4f86-927b-25f03c31bd01,Order Manager,0,1,32,32,0,17,5,4,0,0,22.73,22.65,1/15/2022 12:22 AM,Active,12/16/2020,2
Nicole,Restaurant 703,c6997c9c-c57b-437e-8558-a9ec82b687b7,Premium,0,1,,,,,,,,,,,,Canceled,8/16/2019,
Nicole,Restaurant 703,e1ec5018-c571-4a61-a894-1c25fb07caed,Premium,0,1,132,127,124,111,11,5,0,0,27.23,28.57,1/15/2022 9:56 AM,Canceled,8/22/2019,2
Nicole,Restaurant 703,d5381efb-792a-43d5-8a20-69cdd46dd857,Order Manager,0,0,,,,,,,,,,,,Canceled,9/26/2019,0
Nicole,Restaurant 703,84a38860-fa8a-4652-ac2a-8310f13ffedd,Premium,0,1,207,220,0,65,10,6,0,0,30.92,28.88,1/15/2022 10:57 AM,Canceled,8/28/2019,2
Nicole,Restaurant 703,4589f22a-a000-4b22-a0f6-e5a529dd2fa3,Order Manager,0,0,381,318,0,0,1,5,0,0,28.49,27.74,1/15/2022 10:08 AM,Canceled,8/27/2019,2
Nicole,Restaurant 703,12c4b5ea-5f25-45eb-80b2-5d64b14fa0d4,Premium,0,0,421,435,415,434,15,20,0,0,26.37,26.03,1/15/2022 10:58 AM,Canceled,8/22/2019,1
Nicole,Restaurant 411,ab1737ae-0908-45d7-b4ac-203666249a34,Order Manager,1,1,56,52,55,38,2,3,0,0,30.84,28.53,1/15/2022 10:30 AM,Active,3/10/2021,2
Nicole,Restaurant 411,00aa8f11-ffb5-4465-8e41-ba4fbe21d7d7,Order Manager,1,1,103,93,103,92,5,2,0,0,38.74,34.69,1/15/2022 10:29 AM,Active,1/28/2021,2
Tobias,Restaurant 600,7532b8b9-edd7-4996-8706-6f428e4fbede,Premium,0,0,0,0,0,0,0,0,0,0,,,1/15/2022 2:29 AM,Active,9/22/2021,0
Tobias,Restaurant 286,12df8fab-8225-48a3-b64d-16b3d5349035,Order Manager,1,1,21,22,21,22,2,0,0,0,21.84,24.71,1/15/2022 8:54 AM,Past_Due,4/20/2021,1
Tobias,Restaurant 600,c2a12dc7-e787-418e-b18a-0bd3bee51835,Premium,0,0,1,0,0,0,1,0,0,0,10.64,,1/14/2022 7:07 AM,Active,11/4/2021,1
Tobias,Restaurant 23,7b341cd1-437b-4773-bbf8-86794bff935f,Order Manager,1,1,,,,,,,,,,,,Canceled,6/30/2020,
Tobias,Restaurant 286,dd6a240d-14cf-4195-bbf7-6af28b424c50,Order Manager,1,1,26,122,0,32,7,24,0,0,25.46,23.67,1/15/2022 9:02 AM,Past_Due,9/30/2021,1
Tobias,Restaurant 722,a2371eae-ef07-4cb2-bb0e-5dd3c4e2d970,Order Manager,0,1,40,40,0,0,3,0,0,0,64.76,60.45,,Active,4/27/2020,1
Tobias,Restaurant 722,221a0219-05d6-435b-9957-f7a8c763261f,Order Manager,0,1,268,267,0,0,2,7,0,0,58.11,55.45,,Active,4/27/2020,2
Tobias,Restaurant 722,00070cbf-cacf-4d5e-8ba7-bbc0c130e548,Order Manager,0,1,151,140,0,0,3,3,0,0,62.35,61.89,,Active,4/27/2020,2
Tobias,Restaurant 1057,8caff2a2-14ae-48af-ad01-f6c4ec59d3cd,Premium + POS,0,0,74,37,0,0,1,3,0,0,42.17,41.02,1/15/2022 10:14 AM,,8/17/2020,0
Tobias,Restaurant 895,dc141339-3d0a-4642-8cd0-7e780d88202a,Order Manager,0,0,9,0,0,0,9,0,0,0,20.34,21.13,12/23/2021 12:22 AM,Canceled,8/10/2020,1
Tobias,Restaurant 782,57966d57-2d56-4126-82b1-be402728cfac,Order Manager,0,0,38,30,0,0,2,1,0,0,48.94,37.9,11/7/2021 7:43 AM,Active,12/28/2020,1
Tobias,Restaurant 999,b9169dd0-f2ae-490a-a1f0-e1302497e531,Order Manager,1,1,130,124,122,119,9,5,0,0,26.18,24.57,1/15/2022 5:37 AM,Active,9/3/2020,2
Tobias,Restaurant 977,beb78622-1402-42f5-a04b-b3d9f1689440,,1,1,868,986,865,983,8,15,0,1,21.76,21,1/15/2022 10:44 AM,Active,2/18/2021,2
Tobias,Restaurant 437,c6b2756b-05a4-4b75-a841-e28f57c133a8,Premium,1,1,22,30,0,0,0,2,0,0,28.81,25.23,1/15/2022 10:25 AM,Active,4/7/2021,1
Tobias,Restaurant 437,c54bcf6b-77a5-44c9-94bd-b1d71b7ae528,Premium,1,1,32,29,31,25,0,0,0,0,27.5,25.49,1/15/2022 9:47 AM,Active,4/7/2021,1
Tobias,Restaurant 251,989e07bf-28fe-48c9-ba2f-f71b720712cd,Premium,1,0,805,802,802,801,6,7,0,0,21.75,20.94,1/15/2022 10:57 AM,,3/26/2021,3
Tobias,Restaurant 772,b4de4bc9-b26e-4c3b-ab1a-f72532c2b341,Order Manager,1,1,84,71,77,70,2,2,0,0,24.91,24.88,1/15/2022 8:53 AM,Pending,10/29/2021,2
Tobias,Restaurant 92,69d1efbd-b25b-3e81-a44e-533e4e9fbc9c,Premium,1,1,144,133,144,133,0,5,0,0,19.51,19.18,1/15/2022 10:31 AM,Paused,10/21/2021,2
Tobias,Restaurant 92,69d1efbd-b25b-3e81-a44e-533e4e9fbc9c,Order Manager,1,1,144,133,144,133,0,5,0,0,19.51,19.18,1/15/2022 10:31 AM,Pending,11/3/2021,2
Tobias,Restaurant 600,d3ee2a16-b1c0-4fa8-8af3-8db5dbdfc1e8,Premium,0,0,6,0,0,0,2,0,0,0,28.12,3.9,1/15/2022 1:44 AM,Active,10/19/2021,2
Tobias,Restaurant 1020,02b06f33-85c9-3232-ad9d-a47b328d007e,Premium,1,1,19,17,0,0,1,0,0,0,22.73,24.88,,Past_Due,12/9/2021,0
Tobias,Restaurant 1020,e0744be0-7c40-3a77-885e-47702ef79d1a,Premium,1,1,373,251,370,236,3,13,0,0,29.69,27.63,1/15/2022 10:31 AM,Active,10/18/2021,2
Tobias,Restaurant 310,41d1c64b-69cd-422f-8b51-f2d6e3074ec7,Premium + POS,0,1,52,59,0,0,1,4,0,0,32.66,32.19,,Pending,11/24/2021,1
Tobias,Restaurant 52,d548a838-edbf-4e37-b943-7cf65442f3b6,Premium,1,1,66,75,66,72,0,0,0,0,29.19,30.64,1/15/2022 8:14 AM,Active,10/26/2021,2
Tobias,Restaurant 977,40bfa1c8-df7b-4f0e-a85d-2744ce3ae061,Premium,1,1,293,371,259,352,36,27,0,1,18.69,18.77,1/15/2022 10:59 AM,Active,10/21/2021,2
Tobias,Restaurant 977,647b3ab1-9fe8-4109-bb02-c8f6cf20b0dd,Premium,1,1,123,144,75,89,12,23,0,0,18.33,19.07,1/15/2022 10:54 AM,Active,10/21/2021,1
Tobias,Restaurant 693,638d1874-1f93-4174-afad-6f77ab0ef390,Order Manager,1,1,340,375,339,372,2,6,0,0,29.18,28.12,1/15/2022 10:57 AM,Active,11/3/2021,2
Tobias,Restaurant 977,5c403a34-accd-427a-a3d2-984b4bddfea9,Premium,1,1,193,207,185,200,10,7,0,0,19.86,19.91,1/15/2022 10:25 AM,Active,10/21/2021,2
Tobias,Restaurant 286,1b8d6b60-f83f-4ba1-aa60-64cd5ee36066,Order Manager,1,1,2,1,0,0,0,1,0,0,16.6,20.82,11/26/2021 7:06 AM,Pending,11/5/2021,1
Tobias,Restaurant 286,4daf7244-10e1-428e-a0a2-7826ee53ffe8,Order Manager,1,1,4,5,0,1,0,1,0,0,17.59,20.31,1/9/2022 3:46 AM,Pending,11/3/2021,1
Tobias,Restaurant 977,04234c70-faf6-4cb2-a557-fb908c58ed7c,Premium,1,1,48,38,32,14,15,24,0,0,20.67,19.35,1/15/2022 10:50 AM,Active,10/21/2021,1
Tobias,Restaurant 977,fb211656-80a9-49c5-9885-2ea046e6f434,Premium,1,1,191,228,191,227,7,3,0,0,18.65,18.17,1/15/2022 10:42 AM,Active,10/21/2021,1
Tobias,Restaurant 600,13dc0bfe-e2ca-46f8-a35a-391c89734058,Premium,0,0,2,2,0,0,2,0,0,0,13.48,11.53,1/14/2022 10:26 PM,Active,11/29/2021,1
Tobias,Restaurant 782,b3dfd906-1ff4-4fa5-b635-86a1854f6c8a,Order Manager,0,0,7,6,0,0,1,0,0,0,51.42,40.97,11/30/2021 4:26 AM,Active,11/3/2021,1
Tobias,Restaurant 782,44d2e8cd-3c3c-47cb-b687-8e483edb51b2,Order Manager,0,0,2,0,0,0,0,0,0,0,37.57,39.08,11/8/2021 9:01 AM,Active,11/3/2021,1
Tobias,Restaurant 782,0e0711a9-5a69-4e65-9b1f-03c90d4ebb09,Order Manager,0,0,17,22,0,0,1,1,0,0,34.32,37.47,12/21/2021 9:08 AM,Active,11/8/2021,1
Tobias,Restaurant 782,144ec794-0949-4ea1-894a-f4aa4a8c2ea1,Order Manager,0,0,15,15,0,0,0,0,0,0,50.8,35.6,11/7/2021 7:41 AM,Active,11/3/2021,1
Tobias,Restaurant 600,97407f42-b3d0-42bb-9834-e5bce63747b8,Premium,0,0,3,16,0,0,2,6,0,0,24.94,,1/15/2022 5:58 AM,Active,11/22/2021,1
Tobias,Restaurant 782,59b48b64-529a-4330-9faa-eb45af2b5b67,Order Manager,0,0,1,1,0,0,0,0,0,0,49.97,16.17,11/7/2021 7:36 AM,Active,11/3/2021,0
Tobias,Restaurant 782,4268f8ca-8457-43bb-abe1-dcd54a87302e,Order Manager,0,0,61,62,0,0,2,5,0,0,30.7,28.01,12/18/2021 3:24 AM,Active,11/3/2021,1
Tobias,Restaurant 600,5e0cf51c-5633-433a-8e13-9b04451caf2e,Premium,0,0,2,0,0,0,2,0,0,0,12.08,,1/14/2022 6:59 AM,Active,11/22/2021,1
Tobias,Restaurant 782,a67dfc18-aab2-46a5-9302-9847e4cb1b88,Order Manager,0,0,0,14,0,0,0,0,0,0,29.5,32.05,11/7/2021 7:39 AM,Active,11/4/2021,0
Tobias,Restaurant 782,1543066c-fcae-4c8e-8fc9-ea2a861cc3dc,Order Manager,0,0,29,43,0,0,0,0,0,0,38.49,32.87,12/7/2021 12:57 AM,Active,11/3/2021,1
Tobias,Restaurant 782,3c65cb91-17fe-464a-aba8-e00a207a42f7,Order Manager,0,0,30,27,0,0,0,1,0,0,36.94,30.76,11/7/2021 7:42 AM,Active,11/3/2021,1
Tobias,Restaurant 782,bdd3a377-9a2f-4195-87ca-2d2f9625b6dc,Order Manager,0,0,0,1,0,0,0,0,0,0,52.96,44.71,11/7/2021 7:43 AM,Active,11/18/2021,0
Tobias,Restaurant 782,a423dc81-328a-458b-b6d1-8bf0ed16d86b,Order Manager,0,0,3,10,0,0,1,1,0,0,31.38,33.7,1/10/2022 5:57 AM,Active,11/3/2021,1
Tobias,Restaurant 782,89b9a799-a971-4ccf-8140-8fac27745fcd,Order Manager,0,0,6,11,0,0,0,0,0,0,58.43,57.67,11/8/2021 8:15 AM,Active,11/5/2021,1
Tobias,Restaurant 782,a711fd54-9da3-416b-b3eb-20f7c38d1c32,Order Manager,0,0,85,119,0,0,1,3,0,0,49.85,34.25,12/18/2021 3:20 AM,Active,11/3/2021,2
Tobias,Restaurant 782,3048b203-dfb9-4a12-aabc-8dc1b5044395,Order Manager,0,0,103,126,0,0,3,1,0,0,41.99,34.53,12/31/1969 4:00 PM,Active,11/3/2021,1
Tobias,Restaurant 739,8f4e313a-ac92-4a19-8e6e-3ff4db4b9d4b,Premium,1,1,119,147,119,145,3,3,0,0,26.67,25.77,1/15/2022 4:25 AM,Active,10/29/2021,2
Tobias,Restaurant 600,136124d3-7b55-4663-b1a7-e2b13372f630,Premium,0,0,13,13,0,0,3,7,0,0,16.43,18.15,1/14/2022 12:27 PM,Active,11/22/2021,1
Tobias,Restaurant 782,833e1623-78b5-46e2-a213-3de342004972,Order Manager,0,0,1,3,0,0,0,1,0,0,29.9,26.29,11/6/2021 8:35 AM,Active,11/3/2021,1
Tobias,Restaurant 782,a2b81a2b-b459-4a03-8820-0c5d05c7bef6,Order Manager,0,0,2,4,0,0,0,0,0,0,121.22,34.14,11/7/2021 7:42 AM,Active,11/3/2021,1
Tobias,Restaurant 782,33358cda-c403-4c64-a7c4-d15f7b4ba6de,Order Manager,0,0,2,12,0,0,0,1,0,0,26.95,,12/20/2021 2:44 AM,Active,1/14/2022,1
Tobias,Restaurant 782,15f54b1c-14d8-4c65-a17d-9ab5209c91c2,Order Manager,0,0,3,11,0,0,1,1,0,0,33.35,40.78,11/23/2021 6:02 AM,Active,11/8/2021,1
Tobias,Restaurant 782,a8508584-bccb-41c0-867b-a72a8a3b5bea,Order Manager,0,0,2,1,0,0,1,0,0,0,26.36,30.64,12/16/2021 8:08 AM,Active,11/23/2021,1
Tobias,Restaurant 782,c5b1a67b-5679-4125-972d-92fd2cfb0af7,Order Manager,0,0,36,31,0,0,1,0,0,0,32.66,26.08,1/6/2022 1:44 AM,Active,11/8/2021,1
Tobias,Restaurant 782,f2dfa5fa-69b1-4f8f-aa02-32f8657eaf15,Order Manager,0,0,8,15,0,0,0,0,0,0,37.6,37.32,12/24/2021 4:35 AM,Active,11/3/2021,1
Tobias,Restaurant 600,ba5c5cad-c11b-4be6-9860-6de0714a9519,Premium,0,0,0,0,0,0,0,0,0,0,10.48,,1/12/2022 11:49 PM,Active,11/30/2021,0
Tobias,Restaurant 782,dd2e3a98-2a9c-471a-8364-f12e36f2d520,Order Manager,0,0,21,26,0,0,0,1,0,0,29.62,29.55,12/21/2021 7:46 AM,Active,11/8/2021,1
Tobias,Restaurant 600,20a9c6aa-d8f8-45d6-afe2-3f4e01499d42,Premium,0,0,4,14,0,0,2,4,0,0,21.54,20.86,1/15/2022 10:44 AM,Active,11/22/2021,1
Tobias,Restaurant 996,c0b26e93-82c8-4665-8a58-9daa10e6fc86,Premium,1,0,239,251,239,249,6,11,0,0,63.37,57.3,1/15/2022 10:59 AM,Active,11/4/2021,2
Tobias,Restaurant 996,792b7a15-1fd3-4cfa-ade2-0f25b4836363,Premium,1,0,95,103,94,103,0,0,0,0,64.6,59.11,1/15/2022 10:40 AM,Active,11/4/2021,2
Tobias,Restaurant 600,fb53352e-0448-49bf-a91c-be97224e0ebd,Premium,0,0,0,0,0,0,0,0,0,0,16.7,11.52,1/5/2022 11:13 PM,Active,11/4/2021,0
Tobias,Restaurant 996,cefaf1b1-4aa3-42d2-9654-b1206ebb50c4,Premium,1,0,69,95,69,95,1,3,0,0,55.51,54.51,1/15/2022 10:42 AM,Active,11/4/2021,2
Tobias,Restaurant 782,1cc8e5c6-a2d4-4343-8f68-20e91baf54e9,Order Manager,0,0,43,45,0,0,0,0,0,0,31.23,30.89,12/3/2021 2:03 AM,Active,11/30/2021,1
Tobias,Restaurant 600,10327005-5465-4b96-9eda-f2994cd47e44,Premium,0,0,8,5,0,0,0,3,0,0,17.1,24.68,1/15/2022 10:07 AM,Active,12/2/2021,1
Tobias,Restaurant 600,1553596e-9f10-41cd-a3d8-4734548edd5c,Premium,0,0,1,3,0,0,0,1,0,0,14.91,,1/11/2022 9:56 AM,Active,12/3/2021,1
Tobias,Restaurant 693,2f535d28-1abd-4986-80ef-65c775d3c10f,Order Manager,1,1,209,291,206,285,3,15,0,0,30.07,26.5,1/15/2022 10:37 AM,Active,12/6/2021,2
Tobias,Restaurant 600,846b602e-5c7d-4453-8e64-7e1d09a82ca4,Premium,0,0,0,1,0,0,0,1,0,0,7.76,,1/5/2022 12:13 PM,Active,12/3/2021,0
Tobias,Restaurant 600,614c3c9b-f0b1-4ddb-a25e-a7d7d0e4db6d,Premium,0,0,0,2,0,0,0,2,0,0,19.37,19.12,1/10/2022 9:02 AM,Active,12/13/2021,0
Tobias,Restaurant 600,1db16c17-04e1-4469-8ec1-92a93c523136,Premium,0,0,,,,,,,,,,,1/10/2022 12:55 AM,Active,12/3/2021,0
Tobias,Restaurant 782,a7271008-7259-4cf9-b871-8cbae401ab45,Order Manager,0,0,26,27,0,0,1,2,0,0,28.1,27.62,12/20/2021 8:42 AM,Active,11/30/2021,1
Tobias,Restaurant 600,4886f8e3-3966-47b0-85a7-7c265cd0732c,Premium,0,0,1,0,0,0,1,0,0,0,15.52,23.53,1/15/2022 9:17 AM,Active,12/7/2021,1
Tobias,Restaurant 600,46e41865-f4d3-4bfe-834e-9f5567044887,Premium,0,0,1,0,0,0,1,0,0,0,13.54,,1/14/2022 6:32 AM,Active,12/14/2021,1
Tobias,Restaurant 693,7e29951e-3757-416a-85c8-3e1a403d3fda,Order Manager,1,1,195,275,191,275,1,4,0,0,30.38,27.7,1/15/2022 10:55 AM,Pending,12/6/2021,2
Tobias,Restaurant 600,6f1cf5da-656f-4b32-b3a0-32c3ca28407b,Premium,0,0,0,1,0,0,0,1,0,0,16.51,,1/7/2022 9:21 AM,Active,12/14/2021,0
Tobias,Restaurant 782,e4599089-5a08-4ea7-83e6-3d0b800c0d25,Order Manager,0,0,17,9,0,0,1,1,0,0,36.67,47.98,12/1/2021 6:19 AM,Active,12/1/2021,1
Tobias,Restaurant 600,32c78508-9ddf-451b-b84c-b941880f1362,Premium,0,0,0,0,0,0,0,0,0,0,,22.79,1/4/2022 12:18 PM,Active,12/1/2021,0
Tobias,Restaurant 782,8e7bc042-36dd-499c-bb9f-5d72d596451c,Order Manager,0,0,9,6,0,0,0,0,0,0,42.25,40.98,12/21/2021 3:13 AM,Active,12/9/2021,1
Tobias,Restaurant 600,927e662e-32fb-4af3-97e6-22a234c7cc3a,Premium,0,0,0,1,0,0,0,1,0,0,26.6,,1/4/2022 12:25 PM,Active,12/7/2021,0
Tobias,Restaurant 782,7034e6e4-df79-4ca3-ae73-a0ffbf25affb,Order Manager,0,0,44,40,0,0,4,2,0,0,35.83,23.85,12/8/2021 5:04 AM,Active,12/8/2021,1
Tobias,Restaurant 782,bce3adc8-73a5-4485-b6da-a2442dd590da,Order Manager,0,0,13,5,0,0,0,0,0,0,38.83,33.31,12/30/2021 8:02 AM,Pending,12/30/2021,1
Tobias,Restaurant 782,eb6be5d7-f5fd-4c7e-b882-b4e74abea9a8,Order Manager,0,0,32,56,0,0,0,2,0,0,35.82,33.49,1/6/2022 10:44 AM,Pending,12/9/2021,1
Tobias,Restaurant 782,9a60aec3-702a-4f02-9de2-a20c94e989fa,Order Manager,0,0,61,84,0,0,7,13,0,0,34.15,34.67,12/21/2021 7:56 AM,Pending,12/9/2021,1
Tobias,Restaurant 782,fbfa15aa-ce34-4d41-993f-2e99ffb16a1a,Order Manager,0,0,4,1,0,0,0,0,0,0,29.87,24.65,12/8/2021 5:23 AM,Pending,12/20/2021,1
Tobias,Restaurant 782,29b84278-30a1-438a-8a44-db8f59ae2dac,Order Manager,0,0,4,1,0,0,1,0,0,0,19.98,24.86,12/9/2021 12:12 AM,Pending,12/9/2021,1
Tobias,Restaurant 782,3ab7fe59-8e3a-4d3b-885e-6686f6088876,Order Manager,0,0,28,25,0,0,3,2,0,0,31.59,27.33,12/8/2021 7:05 AM,Pending,12/15/2021,1
Tobias,Restaurant 782,12b9caa1-e082-45cf-a6af-a9b4430988b5,Order Manager,0,0,0,0,0,0,0,0,0,0,10.99,19.19,1/6/2022 3:11 AM,Pending,12/9/2021,0
Tobias,Restaurant 782,2394b67b-320d-43b9-816f-3e535d0b555a,Order Manager,0,0,3,4,0,0,1,0,0,0,78.29,34.07,1/5/2022 1:45 AM,Pending,12/9/2021,1
Tobias,Restaurant 782,73307368-76c1-407e-976a-fce8ba34bba9,Order Manager,0,0,32,29,0,0,0,0,0,0,34.64,26.28,12/8/2021 6:57 AM,Pending,12/9/2021,1
Tobias,Restaurant 782,175cbf45-3c54-4bdf-8bf0-698c8eab92eb,Order Manager,0,0,10,6,0,0,0,0,0,0,38.13,33.22,12/8/2021 7:17 AM,Pending,12/9/2021,1
Tobias,Restaurant 782,5855e1a8-aa3c-4c3e-bbef-0eb011ef2692,Order Manager,0,0,2,1,0,0,1,0,0,0,40.13,20.98,12/29/2021 6:21 AM,Active,12/17/2021,1
Tobias,Restaurant 782,27a91430-fdaa-4d1e-9565-d50ad843a998,Order Manager,0,0,0,0,0,0,0,0,0,0,49.22,,12/13/2021 8:24 AM,Pending,12/20/2021,0
Tobias,Restaurant 600,3e5fe2cb-33e8-47fb-a6d7-569945a58c5d,Premium,0,0,0,3,0,0,0,3,0,0,23.22,,1/15/2022 1:28 AM,Active,12/9/2021,0
Tobias,Restaurant 600,949b54e8-b48e-437b-9923-84a5123c14e4,Premium,0,0,1,3,0,0,1,2,0,0,22.64,,1/13/2022 8:15 PM,Active,12/16/2021,1
Tobias,Restaurant 1115,b934af3b-9b2a-4718-9921-4edf49be9cb9,Order Manager,1,1,18,35,0,0,0,0,0,0,35.89,34.82,,Active,12/17/2021,1
Tobias,Restaurant 302,d0980c83-8c87-4206-95be-2a7983a55b39,Premium + POS,0,1,9,17,0,0,0,0,0,0,30.98,33.55,,Pending,12/20/2021,0
Tobias,Restaurant 1033,11eb542b-82a1-4561-8944-d16223177a4c,Premium + POS,0,1,122,124,0,0,3,15,0,0,36.01,40.38,12/15/2021 3:58 AM,Pending,12/15/2021,2
Tobias,Restaurant 371,8c6e8e32-72f3-40de-a374-fa0108e65842,Premium + POS,0,0,,,,,,,,,,,,Pending,12/15/2021,0
Tobias,Restaurant 371,2d971bdb-a2d9-4cd1-8a61-17e448043428,Premium + POS,0,0,,,,,,,,,,,,Pending,12/15/2021,0
Tobias,Restaurant 782,32b66027-c729-4d4c-8842-302681a79919,Order Manager,0,0,38,14,0,0,0,0,0,0,31.23,,1/10/2022 8:37 AM,Active,12/27/2021,1
Tobias,Restaurant 302,1a047f4f-8f55-415f-a5c1-d0c139df68bc,Premium + POS,0,1,216,0,0,0,0,0,0,0,27.24,25.85,,Pending,12/16/2021,0
Tobias,Restaurant 302,2205664d-f9e5-4097-8647-36627c081fcd,Premium + POS,0,1,341,186,0,0,2,1,0,0,29.25,26.66,,Pending,12/16/2021,1
Tobias,Restaurant 1033,4b77201b-b5c2-4cf9-81a4-9bc9db7b7211,Premium + POS,0,1,0,0,0,0,0,0,0,0,,41.67,,Pending,12/15/2021,0
Tobias,Restaurant 302,0e972996-31d8-4eed-bb8d-aa17aef2415e,Premium + POS,0,1,453,203,0,0,2,0,0,0,28.96,26.41,,Pending,12/16/2021,1
Tobias,Restaurant 302,ee7e63e5-1505-4cca-b93e-e898cf034cb0,Premium + POS,0,1,125,0,0,0,0,0,0,0,29,33.05,12/21/2021 4:36 AM,Pending,12/16/2021,0
Tobias,Restaurant 600,6a588b08-7037-406c-9c7c-22d6a4bb36b6,Premium,0,0,3,0,0,0,0,0,0,0,25.36,,1/14/2022 8:12 PM,Active,12/16/2021,1
